Location,Search_Term,Search_Volume,Vet_Reported_Cases,Weather,Humidity_Index,Risk_Level
Mawanella,eye infection,14,2,hot,4,Medium
Matara,loss of appetite,14,1,rainy,6,Medium
Ganemulla,lethargy,8,4,hot,4,Medium
Dambulla,fleas,17,3,humid,10,Medium
Deniyaya,lethargy,8,2,hot,4,Low
Middeniya,dog vomiting,11,2,humid,10,Medium
Galewela,dog vomiting,13,8,humid,10,High
Agunukolapelessa,ticks,25,1,dry,2,Medium
Narammala,dog coughing,10,8,dry,2,Medium
Wattala,dog vomiting,2,12,dry,2,Medium
Hanwella,ticks,5,4,hot,4,Low
Agunukolapelessa,eye infection,6,7,dry,2,Medium
Kataragama,dog fever,26,7,hot,4,High
Agunukolapelessa,loss of appetite,4,4,dry,2,Low
Homagama,dog vomiting,17,8,humid,10,High
Warakapola,kennel cough,7,0,hot,4,Low
Boralesgamuwa,eye infection,21,3,rainy,6,Medium
Nuwara Eliya,loss of appetite,16,0,hot,4,Medium
Monaragala,ticks,8,10,humid,10,Medium
Mirissa,fleas,8,0,rainy,6,Low
Maharagama,eye infection,13,8,rainy,6,Medium
Kegalle,dog vomiting,4,7,dry,2,Low
Mahiyanganaya,loss of appetite,10,0,humid,10,Medium
Kilinochchi,dog vomiting,20,4,humid,10,High
Kotte,lethargy,8,12,dry,2,Medium
Monaragala,fleas,3,12,hot,4,Medium
Warakapola,dog vomiting,5,4,hot,4,Low
Hatton,eye infection,13,0,hot,4,Medium
Narammala,lethargy,16,6,humid,10,High
Middeniya,dog coughing,16,0,rainy,6,Medium
Avissawella,itchy skin,3,4,hot,4,Low
Balangoda,dog fever,21,2,rainy,6,Medium
Kandana,dog fever,8,1,humid,10,Medium
Hatton,loss of appetite,16,0,humid,10,Medium
Mirissa,eye infection,5,0,humid,10,Low
Katunayake,kennel cough,11,8,dry,2,Medium
Panadura,dog vomiting,15,0,hot,4,Medium
Horana,dog coughing,12,3,hot,4,Medium
Hambantota,loss of appetite,4,1,dry,2,Low
Balangoda,dog vomiting,9,5,dry,2,Medium
Haputale,ticks,6,9,humid,10,Medium
Bandarawela,dog coughing,1,12,hot,4,Medium
Passara,eye infection,22,3,dry,2,Medium
Kilinochchi,lethargy,13,4,dry,2,Medium
Balangoda,kennel cough,23,4,hot,4,Medium
Passara,ticks,14,6,humid,10,Medium
Middeniya,itchy skin,7,1,dry,2,Low
Dankotuwa,dog coughing,1,11,dry,2,Medium
Ja-Ela,ticks,0,7,rainy,6,Low
Deniyaya,fleas,3,9,dry,2,Medium
Hanwella,itchy skin,21,0,humid,10,Medium
Point Pedro,lethargy,5,6,hot,4,Medium
Mahiyanganaya,fleas,11,12,dry,2,Medium
Avissawella,dog vomiting,13,4,humid,10,Medium
Weeraketiya,dog coughing,14,5,rainy,6,Medium
Weeraketiya,lethargy,17,3,rainy,6,Medium
Maharagama,itchy skin,13,2,dry,2,Medium
Kuliyapitiya,kennel cough,2,4,dry,2,Low
Hikkaduwa,lethargy,0,8,dry,2,Low
Hikkaduwa,fleas,1,0,rainy,6,Low
Narammala,kennel cough,12,0,hot,4,Low
Moragahamula,loss of appetite,14,7,hot,4,Medium
Kothmale,loss of appetite,9,1,hot,4,Low
Gampaha,dog vomiting,7,4,dry,2,Low
Hikkaduwa,lethargy,9,5,dry,2,Medium
Colombo,dog vomiting,0,0,dry,2,Low
Dambulla,dog vomiting,17,6,rainy,6,Medium
Bandaragama,dog vomiting,25,2,hot,4,Medium
Maharagama,dog fever,5,0,humid,10,Low
Wellawaya,dog vomiting,0,4,humid,10,Low
Trincomalee,dog vomiting,12,8,humid,10,Medium
Elpitiya,itchy skin,15,1,hot,4,Medium
Dehiwala,fleas,12,9,humid,10,High
Polonnaruwa,loss of appetite,4,5,humid,10,Medium
Kosgama,dog coughing,23,3,rainy,6,Medium
Rathmalana,itchy skin,19,5,humid,10,High
Seeduwa,eye infection,0,1,humid,10,Low
Wariyapola,itchy skin,4,6,hot,4,Low
Middeniya,dog fever,5,0,hot,4,Low
Kahawatte,itchy skin,5,0,hot,4,Low
Ampara,fleas,5,4,dry,2,Low
Ratnapura,dog fever,12,4,hot,4,Medium
Kadawatha,itchy skin,12,7,dry,2,Medium
Ambalangoda,eye infection,18,7,hot,4,Medium
Mirissa,lethargy,16,9,dry,2,Medium
Kalawana,dog vomiting,15,6,rainy,6,Medium
Marawila,fleas,17,7,dry,2,Medium
Panadura,dog vomiting,5,6,humid,10,Medium
Colombo,kennel cough,15,10,rainy,6,High
Ganemulla,fleas,5,7,humid,10,Medium
Haputale,dog coughing,5,3,rainy,6,Low
Kadawatha,eye infection,3,6,rainy,6,Medium
Buttala,eye infection,15,6,humid,10,Medium
Balangoda,lethargy,24,10,rainy,6,High
Ratnapura,itchy skin,4,10,humid,10,Medium
Kegalle,dog fever,7,7,dry,2,Medium
Kilinochchi,dog vomiting,14,3,hot,4,Medium
Polonnaruwa,eye infection,6,6,dry,2,Low
Narammala,eye infection,23,2,hot,4,Medium
Kothmale,kennel cough,2,5,hot,4,Low
Mullaitivu,itchy skin,25,8,rainy,6,High
Ambalangoda,dog fever,6,5,dry,2,Low
Bandarawela,dog vomiting,7,1,dry,2,Low
Mirissa,eye infection,4,6,dry,2,Low
Chilaw,fleas,21,3,rainy,6,Medium
Kadawatha,eye infection,2,5,rainy,6,Low
Deniyaya,kennel cough,11,7,rainy,6,Medium
Negombo,itchy skin,15,4,dry,2,Medium
Maharagama,eye infection,14,5,dry,2,Medium
Rathmalana,lethargy,10,3,dry,2,Low
Mawanella,dog fever,18,5,humid,10,High
Deniyaya,lethargy,18,1,humid,10,Medium
Wariyapola,lethargy,12,12,rainy,6,High
Galewela,dog fever,9,10,dry,2,Medium
Mawanella,fleas,3,8,humid,10,Medium
Negombo,fleas,18,8,humid,10,High
Jaffna,dog fever,15,8,humid,10,High
Kadawatha,itchy skin,3,8,hot,4,Medium
Kegalle,itchy skin,13,4,dry,2,Medium
Matale,fleas,6,2,dry,2,Low
Rathmalana,fleas,7,4,hot,4,Low
Mannar,kennel cough,12,0,rainy,6,Medium
Pelmadulla,kennel cough,7,12,humid,10,Medium
Weligama,dog vomiting,2,3,rainy,6,Low
Moratuwa,loss of appetite,5,5,rainy,6,Medium
Monaragala,kennel cough,6,3,rainy,6,Low
Boralesgamuwa,dog fever,14,5,hot,4,Medium
Matale,kennel cough,25,4,hot,4,High
Middeniya,dog vomiting,11,5,humid,10,Medium
Moratuwa,dog vomiting,15,2,dry,2,Medium
Ginigathhena,ticks,6,4,rainy,6,Medium
Deniyaya,loss of appetite,6,8,hot,4,Medium
Passara,dog coughing,17,0,hot,4,Medium
Dehiwala,dog vomiting,19,5,hot,4,Medium
Jaffna,itchy skin,7,8,rainy,6,Medium
Weeraketiya,eye infection,4,11,hot,4,Medium
Wattala,dog fever,11,3,humid,10,Medium
Colombo,dog coughing,21,5,rainy,6,High
Gonapola,eye infection,6,6,humid,10,Medium
Katunayake,dog vomiting,1,9,dry,2,Low
Ambalangoda,eye infection,17,5,rainy,6,Medium
Matale,kennel cough,17,0,dry,2,Medium
Embilipitiya,dog vomiting,2,6,rainy,6,Low
Haputale,eye infection,21,0,dry,2,Medium
Anuradhapura,dog coughing,23,1,hot,4,Medium
Buttala,fleas,0,8,rainy,6,Low
Mannar,itchy skin,20,7,rainy,6,High
Hambantota,itchy skin,7,6,dry,2,Medium
Kalawana,kennel cough,14,9,hot,4,Medium
Kelaniya,dog vomiting,1,3,rainy,6,Low
Kadawatha,eye infection,16,7,rainy,6,Medium
Dankotuwa,eye infection,1,0,humid,10,Low
Polonnaruwa,kennel cough,0,0,dry,2,Low
Mirissa,kennel cough,1,6,rainy,6,Low
Trincomalee,lethargy,22,4,hot,4,Medium
Hatton,dog vomiting,4,1,dry,2,Low
Batticaloa,itchy skin,0,0,humid,10,Low
Hatton,dog fever,9,11,dry,2,Medium
Maskeliya,ticks,4,7,rainy,6,Medium
Elpitiya,lethargy,5,6,hot,4,Medium
Wariyapola,loss of appetite,3,7,dry,2,Low
Wattala,kennel cough,17,9,rainy,6,High
Point Pedro,ticks,13,1,rainy,6,Medium
Weeraketiya,lethargy,14,7,rainy,6,Medium
Hambantota,loss of appetite,7,4,dry,2,Low
Avissawella,itchy skin,18,1,rainy,6,Medium
Ja-Ela,eye infection,14,6,dry,2,Medium
Trincomalee,dog coughing,24,9,hot,4,High
Buttala,loss of appetite,23,1,rainy,6,Medium
Weeraketiya,fleas,16,0,humid,10,Medium
Colombo,dog fever,15,2,dry,2,Medium
Balangoda,itchy skin,11,1,dry,2,Low
Aluthgama,loss of appetite,4,9,humid,10,Medium
Mapalana,loss of appetite,8,16,dry,2,Medium
Rathmalana,lethargy,9,3,dry,2,Low
Kelaniya,itchy skin,9,1,humid,10,Medium
Rathmalana,eye infection,17,8,rainy,6,High
Kalawana,eye infection,3,3,humid,10,Low
Bandarawela,kennel cough,1,6,humid,10,Medium
Nuwara Eliya,itchy skin,12,0,hot,4,Low
Kegalle,eye infection,11,6,hot,4,Medium
Mahiyanganaya,kennel cough,3,0,dry,2,Low
Deniyaya,lethargy,5,3,dry,2,Low
Mullaitivu,eye infection,9,3,dry,2,Low
Kosgama,eye infection,13,13,rainy,6,High
Galle,fleas,12,2,rainy,6,Medium
Gonapola,lethargy,4,8,rainy,6,Medium
Wellawaya,kennel cough,14,4,dry,2,Medium
Maharagama,kennel cough,11,4,rainy,6,Medium
Haputale,kennel cough,20,1,humid,10,Medium
Wellawaya,eye infection,4,9,rainy,6,Medium
Balangoda,eye infection,4,0,dry,2,Low
Piliyandala,dog vomiting,23,0,dry,2,Medium
Giriulla,dog fever,19,1,rainy,6,Medium
Piliyandala,ticks,23,0,humid,10,Medium
Kataragama,itchy skin,8,8,humid,10,Medium
Kalutara,ticks,14,2,rainy,6,Medium
Hikkaduwa,kennel cough,6,0,dry,2,Low
Horana,fleas,17,3,rainy,6,Medium
Agunukolapelessa,loss of appetite,2,5,hot,4,Low
Wellawaya,dog fever,21,0,rainy,6,Medium
Colombo,dog vomiting,15,7,dry,2,Medium
Ginigathhena,itchy skin,3,1,dry,2,Low
Chilaw,dog vomiting,1,0,hot,4,Low
Ginigathhena,dog coughing,16,4,hot,4,Medium
Polonnaruwa,loss of appetite,4,4,humid,10,Medium
Embilipitiya,lethargy,8,0,hot,4,Low
Dambulla,itchy skin,7,5,dry,2,Low
Balangoda,dog coughing,2,3,humid,10,Low
Hambantota,itchy skin,6,0,hot,4,Low
Hambantota,kennel cough,11,2,humid,10,Medium
Ginigathhena,loss of appetite,7,2,dry,2,Low
Piliyandala,fleas,21,8,rainy,6,High
Galle,fleas,18,10,humid,10,High
Mullaitivu,loss of appetite,7,3,rainy,6,Low
Marawila,kennel cough,3,8,humid,10,Medium
Avissawella,dog vomiting,3,5,rainy,6,Low
Warakapola,dog coughing,4,14,rainy,6,Medium
Ja-Ela,kennel cough,17,1,hot,4,Medium
Deniyaya,fleas,10,1,hot,4,Low
Chilaw,itchy skin,12,7,dry,2,Medium
Elpitiya,eye infection,9,8,humid,10,Medium
Horana,dog coughing,15,3,dry,2,Medium
Chilaw,lethargy,10,3,dry,2,Low
Mullaitivu,ticks,24,8,humid,10,High
Jaffna,loss of appetite,9,9,hot,4,Medium
Kalutara,dog vomiting,12,10,rainy,6,Medium
Katunayake,lethargy,18,13,hot,4,High
Tissamaharama,dog fever,10,3,rainy,6,Medium
Passara,fleas,2,8,hot,4,Medium
Bandarawela,fleas,2,0,hot,4,Low
Maskeliya,kennel cough,4,6,hot,4,Low
Maskeliya,fleas,27,0,rainy,6,Medium
Matale,ticks,2,5,rainy,6,Low
Panadura,fleas,5,3,dry,2,Low
Kalutara,dog coughing,5,1,hot,4,Low
Mapalana,loss of appetite,15,0,dry,2,Medium
Vavuniya,lethargy,5,7,humid,10,Medium
Ratnapura,loss of appetite,7,6,humid,10,Medium
Seeduwa,dog vomiting,12,2,dry,2,Medium
Avissawella,itchy skin,7,3,hot,4,Low
Chilaw,dog coughing,5,0,hot,4,Low
Homagama,kennel cough,14,12,hot,4,High
Mullaitivu,dog fever,16,13,humid,10,High
Negombo,ticks,11,2,hot,4,Medium
Matale,itchy skin,20,17,dry,2,High
Buttala,dog vomiting,10,10,dry,2,Medium
Balangoda,lethargy,11,5,dry,2,Medium
Katunayake,dog coughing,9,0,dry,2,Low
Horana,dog vomiting,11,1,hot,4,Low
Ja-Ela,dog fever,6,5,rainy,6,Medium
Kothmale,itchy skin,24,1,humid,10,High
Hambantota,eye infection,11,5,humid,10,Medium
Kotte,itchy skin,12,12,dry,2,Medium
Kothmale,itchy skin,17,5,humid,10,Medium
Wariyapola,dog coughing,6,3,hot,4,Low
Jaffna,loss of appetite,17,2,dry,2,Medium
Weeraketiya,fleas,3,8,hot,4,Medium
Mirissa,loss of appetite,16,5,dry,2,Medium
Kelaniya,kennel cough,0,4,dry,2,Low
Chilaw,kennel cough,4,11,humid,10,Medium
Ambalangoda,lethargy,8,6,dry,2,Medium
Ganemulla,ticks,6,1,dry,2,Low
Beruwala,fleas,16,3,rainy,6,Medium
Boralesgamuwa,loss of appetite,22,11,humid,10,High
Bandaragama,dog vomiting,25,5,humid,10,High
Weligama,dog vomiting,21,7,dry,2,High
Nuwara Eliya,loss of appetite,13,3,dry,2,Medium
Ginigathhena,dog coughing,11,14,rainy,6,High
Ratnapura,eye infection,19,11,humid,10,High
Jaffna,loss of appetite,14,10,hot,4,Medium
Colombo,itchy skin,20,6,dry,2,Medium
Narammala,dog fever,15,0,hot,4,Medium
Agunukolapelessa,eye infection,9,1,rainy,6,Low
Hambantota,kennel cough,11,7,dry,2,Medium
Homagama,dog vomiting,5,5,humid,10,Medium
Hambantota,eye infection,19,5,rainy,6,Medium
Mullaitivu,itchy skin,10,1,hot,4,Low
Wattala,dog fever,11,12,dry,2,Medium
Colombo,eye infection,7,4,humid,10,Medium
Dambulla,fleas,12,7,humid,10,Medium
Weligama,dog coughing,1,5,humid,10,Low
Mawanella,ticks,8,3,dry,2,Low
Mawanella,kennel cough,16,5,rainy,6,Medium
Ambalangoda,dog coughing,4,0,hot,4,Low
Anuradhapura,dog fever,13,8,hot,4,Medium
Minuwangoda,fleas,5,6,dry,2,Low
Galle,ticks,13,9,humid,10,High
Matara,kennel cough,11,5,humid,10,Medium
Kotte,fleas,3,3,rainy,6,Low
Kothmale,loss of appetite,10,12,dry,2,Medium
Mullaitivu,kennel cough,4,5,hot,4,Low
Matugama,loss of appetite,6,4,humid,10,Medium
Balangoda,eye infection,7,6,humid,10,Medium
Chilaw,loss of appetite,3,4,humid,10,Medium
Monaragala,dog coughing,13,1,hot,4,Medium
Matara,lethargy,20,2,humid,10,Medium
Trincomalee,lethargy,12,7,dry,2,Medium
Balangoda,dog fever,18,1,hot,4,Medium
Anuradhapura,fleas,19,9,humid,10,High
Bandaragama,eye infection,3,0,rainy,6,Low
Matara,itchy skin,20,5,dry,2,Medium
Haputale,dog fever,20,12,rainy,6,High
Anuradhapura,dog fever,13,10,rainy,6,Medium
Matale,ticks,5,7,hot,4,Medium
Kilinochchi,ticks,21,4,rainy,6,Medium
Kurunegala,dog vomiting,11,8,rainy,6,Medium
Mapalana,itchy skin,3,3,rainy,6,Low
Matara,loss of appetite,16,4,dry,2,Medium
Haputale,dog coughing,8,0,rainy,6,Low
Mirissa,dog coughing,13,1,rainy,6,Medium
Avissawella,dog coughing,21,4,hot,4,Medium
Minuwangoda,fleas,16,7,humid,10,High
Polonnaruwa,dog coughing,8,5,hot,4,Medium
Wellawaya,eye infection,12,7,dry,2,Medium
Avissawella,loss of appetite,3,0,rainy,6,Low
Mapalana,ticks,13,6,dry,2,Medium
Elpitiya,itchy skin,2,9,dry,2,Medium
Embilipitiya,eye infection,6,0,hot,4,Low
Agunukolapelessa,itchy skin,18,2,humid,10,Medium
Mapalana,loss of appetite,11,5,dry,2,Medium
Moragahamula,dog vomiting,17,1,dry,2,Medium
Kotte,eye infection,12,11,dry,2,Medium
Weligama,dog vomiting,14,2,hot,4,Medium
Maskeliya,fleas,23,11,rainy,6,High
Kosgama,fleas,1,1,humid,10,Low
Kahawatte,kennel cough,8,3,dry,2,Low
Elpitiya,fleas,23,4,humid,10,High
Beruwala,eye infection,13,9,hot,4,Medium
Mapalana,fleas,12,1,rainy,6,Medium
Matara,kennel cough,2,2,dry,2,Low
Weeraketiya,dog coughing,23,2,humid,10,High
Colombo,kennel cough,11,5,dry,2,Medium
Monaragala,lethargy,9,9,dry,2,Medium
Kosgama,ticks,8,5,hot,4,Medium
Kegalle,ticks,22,1,rainy,6,Medium
Kalawana,ticks,23,2,hot,4,Medium
Weeraketiya,lethargy,0,4,rainy,6,Low
Homagama,fleas,1,4,rainy,6,Low
Kalutara,fleas,15,9,hot,4,Medium
Hanwella,ticks,20,11,rainy,6,High
Seeduwa,lethargy,14,4,humid,10,Medium
Passara,dog coughing,10,4,dry,2,Medium
Ampara,loss of appetite,11,9,rainy,6,Medium
Mirissa,itchy skin,19,2,rainy,6,Medium
Weligama,kennel cough,2,9,rainy,6,Medium
Galle,itchy skin,2,6,dry,2,Low
Kilinochchi,eye infection,17,7,humid,10,High
Chilaw,kennel cough,16,7,rainy,6,Medium
Maharagama,itchy skin,3,0,humid,10,Low
Mahiyanganaya,itchy skin,9,9,dry,2,Medium
Ambalangoda,eye infection,14,5,rainy,6,Medium
Monaragala,ticks,11,6,hot,4,Medium
Weligama,lethargy,3,0,humid,10,Low
Point Pedro,dog vomiting,6,15,rainy,6,Medium
Mapalana,loss of appetite,13,7,dry,2,Medium
Polonnaruwa,itchy skin,17,6,humid,10,High
Matugama,loss of appetite,18,0,dry,2,Medium
Matale,dog vomiting,11,12,humid,10,High
Dankotuwa,eye infection,8,2,humid,10,Medium
Bandarawela,eye infection,11,9,rainy,6,Medium
Kandy,dog coughing,7,2,dry,2,Low
Wattala,loss of appetite,17,9,humid,10,High
Middeniya,dog coughing,9,2,hot,4,Low
Chilaw,eye infection,12,4,humid,10,Medium
Haputale,dog vomiting,3,7,rainy,6,Medium
Deniyaya,fleas,16,2,hot,4,Medium
Polonnaruwa,dog fever,15,2,dry,2,Medium
Dehiwala,kennel cough,19,1,rainy,6,Medium
Dankotuwa,dog coughing,20,0,dry,2,Medium
Matara,dog coughing,7,2,hot,4,Low
Kotte,eye infection,16,10,humid,10,High
Chilaw,lethargy,12,0,hot,4,Low
Homagama,kennel cough,6,0,humid,10,Low
Marawila,kennel cough,14,0,humid,10,Medium
Matara,fleas,11,2,hot,4,Medium
Agunukolapelessa,kennel cough,22,0,hot,4,Medium
Kurunegala,ticks,9,4,humid,10,Medium
Kataragama,loss of appetite,17,8,hot,4,Medium
Ambalangoda,dog vomiting,13,1,rainy,6,Medium
Kurunegala,fleas,23,12,rainy,6,High
Buttala,dog vomiting,10,8,humid,10,Medium
Middeniya,eye infection,12,4,humid,10,Medium
Kelaniya,itchy skin,15,7,humid,10,High
Kahawatte,ticks,13,6,rainy,6,Medium
Ambalangoda,ticks,1,9,humid,10,Medium
Point Pedro,lethargy,6,7,rainy,6,Medium
Wariyapola,ticks,3,1,humid,10,Low
Dankotuwa,ticks,16,11,humid,10,High
Galle,eye infection,3,1,dry,2,Low
Point Pedro,dog coughing,2,6,rainy,6,Low
Negombo,dog vomiting,7,3,dry,2,Low
Panadura,loss of appetite,5,12,humid,10,Medium
Trincomalee,itchy skin,13,12,humid,10,High
Rathmalana,itchy skin,4,3,hot,4,Low
Kilinochchi,kennel cough,19,0,dry,2,Medium
Mirissa,kennel cough,15,6,dry,2,Medium
Aluthgama,eye infection,6,10,humid,10,Medium
Gampaha,fleas,13,8,humid,10,High
Point Pedro,dog fever,12,4,humid,10,Medium
Badulla,dog fever,8,2,hot,4,Low
Dambulla,dog vomiting,16,4,hot,4,Medium
Matale,eye infection,6,9,humid,10,Medium
Kandana,kennel cough,11,0,humid,10,Medium
Elpitiya,dog vomiting,17,3,rainy,6,Medium
Colombo,ticks,1,6,rainy,6,Low
Aluthgama,itchy skin,19,3,hot,4,Medium
Hatton,kennel cough,10,6,humid,10,Medium
Hikkaduwa,eye infection,19,0,humid,10,Medium
Embilipitiya,dog fever,5,0,hot,4,Low
Avissawella,fleas,21,10,humid,10,High
Buttala,dog vomiting,11,12,hot,4,Medium
Buttala,ticks,22,10,humid,10,High
Ambalangoda,lethargy,19,11,rainy,6,High
Moragahamula,dog fever,14,0,dry,2,Low
Weligama,dog vomiting,0,5,humid,10,Low
Beruwala,kennel cough,11,5,rainy,6,Medium
Wellawaya,ticks,14,0,dry,2,Low
Wattala,dog vomiting,17,6,rainy,6,Medium
Minuwangoda,dog fever,6,2,hot,4,Low
Horana,dog fever,27,8,dry,2,High
Badulla,dog vomiting,3,0,humid,10,Low
Galle,fleas,1,2,hot,4,Low
Horana,ticks,0,11,dry,2,Medium
Rathmalana,kennel cough,4,9,humid,10,Medium
Hambantota,dog vomiting,4,9,hot,4,Medium
Matugama,eye infection,8,9,humid,10,Medium
Chilaw,eye infection,20,7,humid,10,High
Badulla,ticks,12,0,humid,10,Medium
Bandarawela,itchy skin,7,4,rainy,6,Medium
Narammala,ticks,15,5,humid,10,Medium
Wattala,lethargy,3,6,hot,4,Low
Hambantota,loss of appetite,16,8,rainy,6,Medium
Pelmadulla,dog coughing,11,1,dry,2,Low
Mawanella,dog vomiting,3,2,humid,10,Low
Anuradhapura,ticks,27,4,dry,2,High
Kurunegala,lethargy,3,4,hot,4,Low
Seeduwa,dog coughing,2,11,dry,2,Medium
Hambantota,kennel cough,2,0,rainy,6,Low
Matale,kennel cough,13,4,hot,4,Medium
Puttalam,loss of appetite,5,12,dry,2,Medium
Galewela,dog coughing,21,0,humid,10,Medium
Galle,ticks,18,1,hot,4,Medium
Balangoda,loss of appetite,17,1,rainy,6,Medium
Giriulla,eye infection,13,6,dry,2,Medium
Galgamuwa,ticks,2,1,humid,10,Low
Hambantota,ticks,2,5,rainy,6,Low
Avissawella,ticks,25,5,dry,2,High
Matale,itchy skin,15,6,dry,2,Medium
Minuwangoda,dog vomiting,6,5,dry,2,Low
Jaffna,eye infection,16,1,hot,4,Medium
Hikkaduwa,loss of appetite,4,3,humid,10,Medium
Vavuniya,ticks,14,1,humid,10,Medium
Embilipitiya,fleas,3,0,humid,10,Low
Chilaw,fleas,16,2,humid,10,Medium
Ginigathhena,itchy skin,15,6,hot,4,Medium
Kalutara,ticks,24,10,rainy,6,High
Matara,dog coughing,15,0,rainy,6,Medium
Hambantota,itchy skin,20,6,hot,4,Medium
Trincomalee,itchy skin,10,0,hot,4,Low
Ginigathhena,fleas,23,11,humid,10,High
Panadura,fleas,4,4,rainy,6,Low
Kadawatha,lethargy,11,2,dry,2,Low
Dankotuwa,itchy skin,13,0,dry,2,Low
Jaffna,dog vomiting,13,4,rainy,6,Medium
Ampara,lethargy,12,3,dry,2,Medium
Vavuniya,dog fever,1,9,humid,10,Medium
Dambulla,lethargy,2,10,dry,2,Medium
Aluthgama,itchy skin,7,5,humid,10,Medium
Boralesgamuwa,dog vomiting,14,2,dry,2,Medium
Kurunegala,dog vomiting,18,10,rainy,6,High
Mawanella,itchy skin,15,4,humid,10,Medium
Boralesgamuwa,ticks,4,3,hot,4,Low
Bandarawela,lethargy,28,2,rainy,6,High
Kandana,kennel cough,14,12,humid,10,High
Mapalana,loss of appetite,10,10,hot,4,Medium
Kadawatha,loss of appetite,3,3,hot,4,Low
Monaragala,dog coughing,10,4,humid,10,Medium
Weligama,eye infection,13,12,rainy,6,High
Wellawaya,kennel cough,8,8,dry,2,Medium
Matara,dog vomiting,23,11,hot,4,High
Ambalangoda,itchy skin,14,15,humid,10,High
Kadawatha,lethargy,14,12,dry,2,High
Kalawana,eye infection,2,5,hot,4,Low
Badulla,lethargy,12,7,dry,2,Medium
Negombo,dog fever,10,5,dry,2,Medium
Embilipitiya,kennel cough,17,1,hot,4,Medium
Kuliyapitiya,itchy skin,1,6,dry,2,Low
Kegalle,itchy skin,22,2,humid,10,High
Boralesgamuwa,ticks,2,11,rainy,6,Medium
Anuradhapura,fleas,1,1,humid,10,Low
Kurunegala,fleas,29,6,hot,4,High
Kalawana,dog vomiting,9,0,humid,10,Medium
Ganemulla,dog coughing,7,0,rainy,6,Low
Balangoda,fleas,1,3,humid,10,Low
Negombo,dog fever,3,1,dry,2,Low
Avissawella,dog fever,11,4,dry,2,Medium
Bandarawela,ticks,0,0,dry,2,Low
Warakapola,eye infection,4,7,hot,4,Medium
Pelmadulla,lethargy,19,7,hot,4,Medium
Kuliyapitiya,fleas,19,1,hot,4,Medium
Piliyandala,dog coughing,13,6,dry,2,Medium
Haputale,ticks,6,11,humid,10,Medium
Kegalle,lethargy,10,1,dry,2,Low
Kotte,dog fever,18,3,dry,2,Medium
Mawanella,fleas,7,7,dry,2,Medium
Haputale,dog vomiting,23,5,dry,2,Medium
Hanwella,kennel cough,10,4,rainy,6,Medium
Badulla,dog vomiting,18,14,humid,10,High
Ginigathhena,fleas,8,6,humid,10,Medium
Hikkaduwa,loss of appetite,16,2,hot,4,Medium
Vavuniya,dog vomiting,2,7,humid,10,Medium
Ampara,dog coughing,14,3,dry,2,Medium
Galgamuwa,loss of appetite,15,8,humid,10,High
Monaragala,loss of appetite,3,1,dry,2,Low
Elpitiya,lethargy,10,10,rainy,6,Medium
Aluthgama,fleas,6,1,humid,10,Low
Weeraketiya,itchy skin,11,10,humid,10,High
Vavuniya,itchy skin,5,1,humid,10,Low
Galewela,itchy skin,8,0,rainy,6,Low
Panadura,kennel cough,8,0,dry,2,Low
Tissamaharama,kennel cough,5,0,rainy,6,Low
Hikkaduwa,fleas,19,2,rainy,6,Medium
Ratnapura,fleas,16,7,dry,2,Medium
Kalutara,eye infection,18,6,humid,10,High
Homagama,lethargy,6,3,rainy,6,Low
Kotte,dog vomiting,19,4,hot,4,Medium
Kilinochchi,dog vomiting,6,1,rainy,6,Low
Deniyaya,ticks,20,3,dry,2,Medium
Hanwella,itchy skin,3,3,humid,10,Low
Mawanella,kennel cough,14,4,hot,4,Medium
Rathmalana,loss of appetite,1,6,dry,2,Low
Kotte,dog coughing,2,11,hot,4,Medium
Matugama,eye infection,17,9,humid,10,High
Ampara,ticks,19,4,hot,4,Medium
Wariyapola,ticks,7,5,hot,4,Medium
Maskeliya,dog fever,20,1,hot,4,Medium
Hambantota,itchy skin,29,2,rainy,6,High
Kurunegala,ticks,18,9,hot,4,High
Kadawatha,fleas,19,16,rainy,6,High
Dankotuwa,itchy skin,18,6,rainy,6,Medium
Polonnaruwa,fleas,34,0,hot,4,High
Horana,itchy skin,20,1,dry,2,Medium
Galewela,kennel cough,6,0,hot,4,Low
Piliyandala,fleas,6,12,hot,4,Medium
Agunukolapelessa,dog fever,15,4,hot,4,Medium
Boralesgamuwa,dog vomiting,5,7,rainy,6,Medium
Hikkaduwa,eye infection,11,3,dry,2,Medium
Hanwella,dog fever,5,2,humid,10,Low
Narammala,dog fever,13,4,hot,4,Medium
Hambantota,dog fever,11,8,hot,4,Medium
Kadawatha,ticks,6,4,humid,10,Medium
Minuwangoda,loss of appetite,11,1,humid,10,Medium
Pelmadulla,lethargy,21,12,hot,4,High
Giriulla,loss of appetite,9,2,humid,10,Medium
Batticaloa,lethargy,0,10,dry,2,Low
Ganemulla,dog coughing,14,1,humid,10,Medium
Ratnapura,dog fever,17,4,humid,10,Medium
Tissamaharama,dog fever,2,1,rainy,6,Low
Mirissa,fleas,10,9,hot,4,Medium
Beruwala,loss of appetite,11,8,rainy,6,Medium
Hatton,dog vomiting,0,1,hot,4,Low
Bandaragama,kennel cough,13,3,hot,4,Medium
Panadura,dog fever,16,0,dry,2,Medium
Middeniya,lethargy,17,0,dry,2,Medium
Boralesgamuwa,fleas,9,3,rainy,6,Medium
