Pet_ID,Species,Breed,Age_Years,Weight_kg,Gender,Activity_Level,Medical_Condition,Ideal_Weight_kg,Calorie_Requirement_kcal,Protein_%,Fat_%,Carbs_%,Daily_Meal_Portion_g,Meals_Per_Day,Portion_Per_Meal_g,Adaptivity_Index
6edc6082-7477-4836-b468-3d4a160afc5c,Dog,Golden Retriever,13.1,28.8,Male,Moderate,Obesity,30.6,1035.6,32.5,23.0,44.5,295.9,3,98.6,0.53
e9f16f09-f548-44d3-90bc-458bfa705ec9,Dog,Beagle,6.5,31.1,Male,Low,Obesity,32.1,940.3,30.1,24.8,45.1,268.7,2,134.3,0.84
6882effd-0080-49fe-a10f-3a16466cf0b3,Dog,Maine Coon,2.6,33.3,Male,Low,Allergies,31.6,1164.4,30.0,24.8,45.2,332.7,2,166.3,0.49
24fadd3a-1a43-483a-bfcc-1b99ae028aaf,Dog,Golden Retriever,0.6,29.6,Female,Low,Obesity,29.5,906.1,33.6,12.4,54.0,258.9,2,129.4,0.77
19bdcca3-6827-4e0b-8b35-52d2e0ad10cb,Dog,Bulldog,2.4,29.3,Female,High,Allergies,27.4,1410.5,31.1,24.5,44.4,403.0,4,100.8,0.53
7f760f6f-eaa9-447e-ac93-36abf50a6b0d,Dog,Golden Retriever,8.2,27.1,Female,Low,Diabetes,27.5,897.9,36.4,18.0,45.6,256.5,2,128.2,0.31
e2f396bf-2fc1-4c60-b03b-b748b4546e7d,Dog,Golden Retriever,9.6,14.2,Male,Low,Diabetes,15.4,553.0,29.7,11.5,58.8,158.0,2,79.0,0.6
28a1c567-b1e4-4540-b2d6-572a98045b99,Dog,Beagle,2.9,35.5,Male,Moderate,Diabetes,38.8,1282.7,31.8,17.8,50.4,366.5,3,122.2,0.61
61d5e174-0320-4eb4-bb48-06ce0d94f465,Cat,Siamese Cat,13.4,4.9,Male,Moderate,Allergies,5.3,322.8,30.4,12.8,56.8,92.2,3,30.7,0.87
ad49a969-f86e-40cf-8239-4bd1af5cd64a,Cat,Siamese Cat,0.8,6.4,Male,High,Obesity,6.8,383.1,28.2,10.3,61.5,109.5,4,27.4,0.6
5b6815a1-55fa-4711-b50e-c195606552d0,Dog,Bulldog,5.8,34.4,Male,Moderate,Diabetes,31.2,1252.8,36.6,19.3,44.1,357.9,3,119.3,0.66
2ea93f7b-6214-44e6-9f1c-c188705451aa,Dog,Golden Retriever,10.1,19.8,Male,Low,None,20.2,788.5,31.3,15.7,53.0,225.3,2,112.7,0.63
0f2354b3-c690-4eb2-af4a-b9dfa6ddf8a0,Dog,Maine Coon,10.7,20.7,Male,High,None,18.9,1086.9,29.5,19.9,50.6,310.5,4,77.6,0.7
afbc6ea3-3e8b-4f62-91c4-fa73fb1490c7,Dog,Beagle,9.5,21.9,Male,Moderate,None,22.8,992.1,32.7,19.3,48.0,283.5,3,94.5,0.47
7cd4ff92-ce26-4045-8a79-aab4370a6606,Dog,Bulldog,7.7,37.6,Male,Moderate,Joint Issues,34.3,1488.0,39.6,15.4,45.0,425.1,3,141.7,0.55
b2404067-b393-4efa-a7db-327c8def744d,Dog,German Shepherd,1.1,16.1,Female,Low,Allergies,15.5,675.1,30.0,10.0,60.0,192.9,2,96.5,0.7
a094495a-e14d-4ff8-9238-138df3b877a6,Dog,Bulldog,12.6,39.5,Female,Low,None,38.1,1323.5,36.7,11.1,52.2,378.1,2,189.1,0.73
6b6c045a-d829-45b7-b66d-760f3f12e5c7,Dog,Beagle,9.8,27.0,Female,Moderate,Diabetes,27.7,1044.7,32.0,11.5,56.5,298.5,3,99.5,0.4
36edbdc9-ae7d-4963-b354-c063b78b9531,Dog,Golden Retriever,12.9,27.7,Female,High,Diabetes,26.2,1217.1,31.4,11.7,56.9,347.7,4,86.9,0.81
452cb361-92c6-436f-8b49-12b29799ca41,Dog,Golden Retriever,0.6,33.9,Male,High,Obesity,30.7,1337.5,29.9,23.4,46.7,382.1,4,95.5,0.87
e2f2c5b6-dbd5-4623-bf83-425a37c9a6ce,Dog,Beagle,13.2,25.8,Male,Moderate,Diabetes,28.1,1009.7,27.7,16.0,56.3,288.5,3,96.2,0.88
6a45df6c-b0c2-4f1b-acbe-7084f5900049,Dog,Beagle,12.6,35.7,Female,Moderate,Obesity,37.8,1216.6,26.7,20.4,52.9,347.6,3,115.9,0.34
c2a4555a-e433-43e6-b0aa-ac19d1841713,Dog,German Shepherd,2.0,19.8,Female,High,Allergies,19.7,1051.3,27.7,15.7,56.6,300.4,4,75.1,0.52
a95791f6-642c-4ef9-b64e-8eea004bb670,Dog,Golden Retriever,13.0,39.1,Male,Moderate,Allergies,40.1,1532.4,26.7,16.2,57.1,437.8,3,145.9,0.33
66f198c6-d327-4aa5-966c-5b89dc5ae3b3,Dog,Beagle,10.0,20.5,Male,High,Joint Issues,20.2,1079.0,36.5,18.6,44.9,308.3,4,77.1,0.64
eafbeb23-fdb9-41db-bfa5-4ec87083236d,Cat,Persian Cat,8.0,7.9,Male,Moderate,Obesity,8.3,392.5,32.2,20.0,47.8,112.1,3,37.4,0.68
bc5bc49f-de2c-4eb2-b25e-9256d70409dd,Dog,German Shepherd,12.7,20.8,Male,Low,Obesity,20.2,695.4,32.6,17.0,50.4,198.7,2,99.3,0.6
b1e42550-c94c-4176-9df5-6ea5013cdff2,Dog,German Shepherd,1.6,22.2,Female,Moderate,Obesity,21.3,851.9,30.0,14.2,55.8,243.4,3,81.1,0.6
6fe2fe2d-3f29-4b40-84cc-dc5651cb0336,Dog,Ragdoll,9.8,15.0,Female,Low,None,13.6,640.2,31.9,22.0,46.1,182.9,2,91.5,0.57
4e116b9b-2042-4407-a481-e368a6b78109,Dog,Maine Coon,7.0,17.3,Male,Moderate,None,15.6,831.3,26.5,16.2,57.3,237.5,3,79.2,0.63
93266d68-881d-4414-af92-ee4bf3ae6e7f,Dog,Golden Retriever,12.5,24.7,Female,High,Joint Issues,24.1,1240.9,28.1,20.1,51.8,354.5,4,88.6,0.87
33b736c2-0f36-486d-be2d-a20b3a99d41a,Cat,Persian Cat,12.5,5.5,Male,Moderate,Diabetes,5.7,316.8,33.4,19.3,47.3,90.5,3,30.2,0.58
9c034fca-9958-49d9-8a38-9c6b35d4f66a,Cat,Persian Cat,10.9,7.0,Male,Low,Obesity,7.6,307.3,25.0,15.3,59.7,87.8,2,43.9,0.68
252778d0-57f0-4fee-b125-361e3e3bf134,Dog,Beagle,8.4,22.9,Female,High,None,22.8,1172.5,25.7,12.5,61.8,335.0,4,83.8,0.38
229d9f7c-6666-4729-a388-28bb74f3aafc,Cat,Siamese Cat,2.1,2.8,Male,Low,None,3.1,181.8,39.0,15.9,45.1,51.9,2,25.9,0.57
49212458-07eb-494b-bb0f-57918fa9c49d,Dog,Poodle,10.9,28.8,Male,Moderate,None,27.3,1218.3,38.9,22.6,38.5,348.1,3,116.0,0.65
62cea1fb-99a4-47a4-a797-e2fecdf94e58,Dog,Maine Coon,7.1,26.7,Male,Moderate,None,27.3,1151.1,33.0,10.7,56.3,328.9,3,109.6,0.86
ce14217a-a241-45eb-9d3e-21a2cd6334a4,Dog,British Shorthair,7.5,29.9,Male,High,Joint Issues,30.0,1432.1,27.6,22.2,50.2,409.2,4,102.3,0.36
611793ee-5099-400b-a751-0b2e750a6ba0,Dog,British Shorthair,9.3,18.6,Female,High,Allergies,17.6,1003.1,31.3,19.1,49.6,286.6,4,71.7,0.72
7a9f9764-a5dc-4e2f-87da-d8c1fca37ce8,Dog,Poodle,4.5,19.7,Female,Moderate,Allergies,18.5,916.4,37.1,12.1,50.8,261.8,3,87.3,0.66
eddf8553-599c-40e3-89da-c15c21ba19c2,Dog,Ragdoll,4.8,18.6,Female,High,Joint Issues,17.0,1003.1,34.5,13.0,52.5,286.6,4,71.7,0.67
af688543-a679-4cb1-8fb2-c2a85d6b34d8,Dog,Beagle,10.5,36.9,Male,High,Obesity,40.4,1425.3,32.6,20.4,47.0,407.2,4,101.8,0.49
6c230f21-da34-4977-80f3-b121bd552e6c,Dog,Bulldog,11.5,39.2,Female,High,Joint Issues,40.7,1754.6,39.1,20.7,40.2,501.3,4,125.3,0.7
5a856bd9-cec8-4133-b5e8-e90d70202182,Dog,Ragdoll,4.6,19.3,Female,Low,Joint Issues,18.0,773.5,26.6,15.7,57.7,221.0,2,110.5,0.33
d2a12aca-3142-4cbb-a816-012a377a310f,Dog,Golden Retriever,3.4,19.5,Male,Moderate,Diabetes,18.4,818.5,27.2,10.9,61.9,233.9,3,78.0,0.77
03b99f2e-1ae1-4cac-b1c0-646930ac301b,Dog,Poodle,11.4,31.3,Male,Moderate,Allergies,31.5,1296.8,26.5,23.0,50.5,370.5,3,123.5,0.74
0a443525-9acb-4e17-a116-db3789e72f7d,Dog,Poodle,11.3,40.5,Female,Low,Joint Issues,37.2,1348.6,36.8,22.0,41.2,385.3,2,192.7,0.47
e20ec912-5aec-4cca-8b30-5b9c117b2870,Dog,Golden Retriever,13.9,43.0,Female,Moderate,Diabetes,46.2,1481.1,39.5,10.8,49.7,423.2,3,141.1,0.75
87d30ebc-4917-4545-a5a8-0100f3cc68b6,Dog,Poodle,9.5,18.9,Female,Low,Diabetes,20.4,685.3,36.3,18.2,45.5,195.8,2,97.9,0.66
7e406f36-32fb-4c31-8c55-030f313792ed,Dog,Poodle,4.8,21.1,Male,High,None,23.0,1102.6,27.8,12.6,59.6,315.0,4,78.8,0.61
e15640af-ca98-4b49-80b4-695f1410128e,Cat,Siamese Cat,1.1,5.6,Female,High,Diabetes,5.8,366.9,27.0,18.8,54.2,104.8,4,26.2,0.45
69a66584-cac6-409e-aee9-1ea95e7e5fc0,Cat,Persian Cat,7.3,5.7,Male,Low,Obesity,5.8,263.4,38.9,19.0,42.1,75.3,2,37.6,0.76
a3a7e2af-35e0-4163-9237-2d978810ba35,Dog,British Shorthair,12.7,23.2,Female,Moderate,Joint Issues,22.6,1036.0,33.3,11.1,55.6,296.0,3,98.7,0.72
d6d0b615-3bd7-487b-a208-966b672312d2,Dog,Ragdoll,3.7,17.0,Male,High,None,16.2,937.7,36.8,12.4,50.8,267.9,4,67.0,0.63
c2320d61-f2f1-4d85-b136-7d98a90389f2,Cat,Siamese Cat,1.8,4.9,Male,Low,Diabetes,4.5,249.0,30.0,14.4,55.6,71.1,2,35.5,0.87
3e13173c-03dd-497c-aca4-6948c62b187f,Dog,British Shorthair,8.2,42.9,Male,Low,Diabetes,40.5,1267.3,31.7,23.6,44.7,362.1,2,181.1,0.67
150fa63a-d788-4b5f-8140-00b4c964c16a,Dog,British Shorthair,4.0,19.8,Male,High,Diabetes,21.2,946.1,30.7,21.9,47.4,270.3,4,67.6,0.37
177bca1b-5c68-4a96-9fb6-031ff4d7c3fc,Dog,Beagle,8.3,27.2,Female,Low,Joint Issues,27.2,1000.5,37.3,15.6,47.1,285.9,2,142.9,0.78
9e851aa0-ab20-4918-9898-ee22e596c027,Dog,Maine Coon,7.6,50.3,Female,High,Obesity,53.6,1798.1,29.8,11.2,59.0,513.7,4,128.4,0.36
b4ed1988-2cdd-418d-830a-9fb63dc0d998,Dog,Ragdoll,8.2,19.7,Male,Low,Obesity,19.1,667.6,38.0,16.4,45.6,190.7,2,95.3,0.36
b326d1a2-fd46-4867-9fa0-ba4e8bff72c1,Dog,Ragdoll,12.5,31.8,Female,High,None,30.3,1499.8,36.2,12.3,51.5,428.5,4,107.1,0.58
b58c4da6-a38a-4cc9-b69a-97bc5726a504,Cat,Persian Cat,1.0,8.7,Male,Low,Obesity,9.4,361.7,36.9,18.4,44.7,103.3,2,51.6,0.64
2b95ae17-c84d-4ada-a8f2-2bab9895ee2f,Dog,Poodle,13.7,30.9,Female,Moderate,Allergies,33.1,1284.4,34.5,16.5,49.0,367.0,3,122.3,0.31
559ccacd-f26f-460d-bc40-d7719216e571,Dog,Bulldog,8.3,36.1,Male,High,Joint Issues,38.8,1649.5,25.7,22.7,51.6,471.3,4,117.8,0.51
a25a18ed-2d7c-4b84-afc2-1aac517f68f8,Dog,Ragdoll,2.0,33.2,Female,High,None,34.5,1549.1,29.2,23.9,46.9,442.6,4,110.7,0.53
ce2b888d-9fe9-4538-a6e1-ce729452471d,Dog,Golden Retriever,7.4,30.1,Male,Low,Allergies,31.2,1079.5,37.0,22.7,40.3,308.4,2,154.2,0.48
ab84fdb8-e9f5-49d9-9f2b-e5f9d9d43307,Dog,German Shepherd,4.8,38.8,Female,Low,Joint Issues,36.2,1305.9,38.1,12.1,49.8,373.1,2,186.6,0.33
a9ac063f-0199-4f0f-9fe7-0639addbf38c,Dog,British Shorthair,9.2,31.5,Male,Moderate,Obesity,33.9,1107.6,36.2,23.6,40.2,316.5,3,105.5,0.51
7e86c8e3-65bd-4532-94ee-17a1d8f16b83,Cat,Siamese Cat,13.6,4.7,Male,Low,Obesity,4.5,227.9,28.3,22.5,49.2,65.1,2,32.5,0.42
6e6284fa-d166-434c-9694-eed48c32a4cc,Dog,German Shepherd,10.2,26.5,Male,High,Allergies,27.8,1308.1,34.7,11.1,54.2,373.7,4,93.4,0.7
a194c6a1-7d7e-4730-98c2-5fe3f52476b0,Dog,Beagle,1.9,28.7,Female,Moderate,Diabetes,30.6,1093.7,26.9,19.8,53.3,312.5,3,104.2,0.36
2d6719d8-1229-4781-ad87-3ad7f024093c,Dog,British Shorthair,1.5,21.1,Male,Moderate,Allergies,21.1,964.8,31.8,19.2,49.0,275.7,3,91.9,0.48
be7a458f-e766-4c9c-906f-e41d0795486e,Dog,British Shorthair,2.7,26.9,Female,Moderate,Allergies,27.6,1157.6,27.5,14.7,57.8,330.7,3,110.2,0.77
f74221ac-bd29-47e3-bcb2-302e3a1fdeab,Cat,Siamese Cat,4.5,5.1,Female,Low,Diabetes,4.9,256.6,38.2,16.9,44.9,73.3,2,36.6,0.52
eda98e51-9d9e-43e2-b25b-64e569e71587,Dog,Beagle,7.6,31.5,Male,Low,Joint Issues,33.3,1116.9,26.2,14.2,59.6,319.1,2,159.6,0.8
8a86784b-4939-4cb4-a61a-ff0add90ba8d,Dog,Ragdoll,3.3,46.6,Male,High,None,42.9,1997.6,38.4,22.7,38.9,570.7,4,142.7,0.68
d1c43706-5b85-4e97-9ab1-9bdab948e352,Dog,British Shorthair,8.9,27.5,Male,Low,Joint Issues,30.0,1008.7,28.9,23.4,47.7,288.2,2,144.1,0.62
fb5cc90e-7002-4f4d-8fc9-e1900f8249b9,Dog,German Shepherd,5.8,40.8,Male,High,Diabetes,39.5,1627.3,27.0,17.5,55.5,464.9,4,116.2,0.35
e522c7a4-30c0-4c56-99df-c49be1c65647,Cat,Persian Cat,7.8,6.2,Male,High,Obesity,5.7,374.1,36.4,12.1,51.5,106.9,4,26.7,0.4
41544477-ec8b-4705-be02-16d11aff3b19,Dog,British Shorthair,14.3,26.9,Male,High,Allergies,29.3,1322.9,39.1,10.6,50.3,378.0,4,94.5,0.76
b6cd9895-4af7-4c70-a200-3efb249d8e28,Dog,Poodle,1.4,20.5,Female,Low,None,19.7,809.3,35.0,17.8,47.2,231.2,2,115.6,0.77
c76b1ddc-6e36-42dc-bd01-19f8bf15ee80,Cat,Siamese Cat,7.3,5.4,Female,Low,None,5.6,297.6,39.7,14.9,45.4,85.0,2,42.5,0.72
d807649c-1c9e-4e25-bc9b-f4f1fe38f351,Dog,Ragdoll,9.7,26.3,Female,High,Diabetes,25.5,1170.7,33.7,18.6,47.7,334.5,4,83.6,0.53
493652a5-6844-4a76-b6df-681994537181,Cat,Siamese Cat,5.8,3.6,Male,High,Diabetes,3.7,263.4,30.6,23.6,45.8,75.3,4,18.8,0.61
32702f10-de0e-4c41-9a11-435c1e9667da,Cat,Persian Cat,12.3,3.9,Female,Moderate,Allergies,4.1,272.0,38.3,10.1,51.6,77.7,3,25.9,0.83
06eb38d1-c9a9-4581-8523-e3cb06d1c77d,Dog,Maine Coon,2.9,28.8,Male,High,Diabetes,26.1,1253.2,28.2,12.8,59.0,358.1,4,89.5,0.52
8bac5458-156b-412e-8e7f-0d81e01945ad,Dog,Bulldog,10.1,40.7,Female,Moderate,None,42.2,1579.1,32.2,17.2,50.6,451.2,3,150.4,0.43
115d41c9-24e6-46b8-ab90-0c657879b7d8,Dog,German Shepherd,9.9,24.3,Female,Low,Obesity,24.0,781.5,25.6,18.6,55.8,223.3,2,111.7,0.4
91a20b45-30f0-46c1-863d-5788cd8901ee,Dog,Ragdoll,1.1,10.5,Male,Low,Obesity,9.8,416.5,28.9,12.7,58.4,119.0,2,59.5,0.87
f419d289-33e3-4c5d-b393-3940b32f8a7c,Dog,British Shorthair,14.6,3.0,Male,High,Diabetes,3.2,229.8,39.2,13.2,47.6,65.7,4,16.4,0.66
fbcbfccc-93a9-40fe-bf93-ee222571d608,Dog,Maine Coon,13.1,14.8,Male,Low,Allergies,13.6,633.8,34.0,21.9,44.1,181.1,2,90.5,0.79
272e41b8-0d7f-47a9-afd7-129c99c45a10,Dog,German Shepherd,9.5,32.1,Female,Low,Diabetes,33.3,1019.5,38.8,18.9,42.3,291.3,2,145.7,0.34
b0935163-d450-49da-916b-ac974f4bbc36,Cat,Siamese Cat,6.1,2.4,Male,Low,Obesity,2.6,137.7,32.8,23.6,43.6,39.3,2,19.6,0.71
46eae4ab-64c7-4002-b0f1-639200416b8d,Dog,German Shepherd,9.3,33.7,Male,Moderate,Joint Issues,31.3,1370.7,34.0,23.2,42.8,391.6,3,130.5,0.62
178c9af4-0ff5-4fa3-9144-0a0acf1505e2,Dog,Bulldog,1.9,31.5,Male,High,Joint Issues,31.0,1489.2,37.4,23.5,39.1,425.5,4,106.4,0.76
e1e0523d-9bce-42b7-92cd-3f1cb976eab1,Cat,Siamese Cat,8.1,4.8,Female,Low,Joint Issues,4.9,272.4,31.4,24.1,44.5,77.8,2,38.9,0.59
b60bdd78-e2bb-4986-acdd-af7c3324ec9d,Cat,Siamese Cat,5.6,1.9,Male,Moderate,Obesity,2.1,134.8,28.8,21.5,49.7,38.5,3,12.8,0.85
66697822-44df-4281-b95f-1e6aa6402b32,Dog,Bulldog,4.6,18.1,Female,Moderate,Obesity,17.8,731.0,25.1,21.2,53.7,208.9,3,69.6,0.3
479a2ddd-4091-4ef2-8bb8-401f4449f978,Dog,Ragdoll,2.2,22.6,Male,Moderate,Obesity,21.3,863.4,35.3,14.7,50.0,246.7,3,82.2,0.52
38bfa6d4-7c8c-43f7-8541-3c4aeda51e99,Dog,German Shepherd,6.7,28.5,Female,Moderate,Joint Issues,25.8,1208.8,31.4,15.5,53.1,345.4,3,115.1,0.47
3912732a-0560-4ae7-8773-03936e371797,Cat,Siamese Cat,11.4,2.5,Female,High,Joint Issues,2.7,222.7,32.2,15.6,52.2,63.6,4,15.9,0.63
ed81ca58-e0e6-4091-b02c-9889647a62a2,Dog,Beagle,14.8,39.4,Female,High,Allergies,39.2,1761.3,36.0,22.8,41.2,503.2,4,125.8,0.7
2b2bb6b9-8bdb-4160-a41f-02fb7ddbfd43,Dog,Poodle,7.0,28.4,Male,Low,Obesity,29.9,878.4,32.6,21.8,45.6,251.0,2,125.5,0.78
c0a55181-6504-4a85-9dc6-1f88f0db1c14,Dog,British Shorthair,10.6,29.6,Male,Low,Allergies,31.6,1066.0,39.5,10.1,50.4,304.6,2,152.3,0.35
4d712e5b-c646-4838-b57c-b6b6a0e289ff,Dog,German Shepherd,7.3,31.4,Female,Low,None,29.1,1114.2,28.9,15.6,55.5,318.3,2,159.2,0.67
ac637cac-98cc-4749-8a65-5fd4f6f6f319,Cat,Siamese Cat,14.0,7.7,Female,High,Joint Issues,7.0,517.7,29.3,24.5,46.2,147.9,4,37.0,0.33
d9147a23-9712-453b-a3f2-e44805927fd8,Dog,German Shepherd,9.8,27.0,Female,Low,Obesity,28.6,845.7,37.8,24.0,38.2,241.6,2,120.8,0.61
5c5c88ba-d0e4-42fd-b223-b4a024666993,Dog,Poodle,1.0,32.1,Male,High,Obesity,32.0,1283.9,35.1,15.4,49.5,366.8,4,91.7,0.69
0b8a6cf2-1a69-433f-a34e-d6b8725de720,Dog,German Shepherd,1.8,18.2,Female,Moderate,Diabetes,17.1,777.2,35.0,16.1,48.9,222.1,3,74.0,0.42
85d1a6bb-dbf5-4ca5-8d98-f8936f68f8de,Dog,Golden Retriever,11.2,43.0,Male,Low,Joint Issues,42.9,1410.5,29.3,22.4,48.3,403.0,2,201.5,0.85
9ee39c79-4c51-416b-98c6-87159a885b25,Cat,Persian Cat,5.5,5.3,Female,Low,Joint Issues,5.1,293.4,39.4,16.8,43.8,83.8,2,41.9,0.54
60888e30-0e10-456b-a6b8-f178afceb0ff,Dog,Golden Retriever,4.3,18.2,Female,High,None,19.3,986.9,33.4,17.5,49.1,282.0,4,70.5,0.5
e6385b5b-e64e-4bcb-a448-d07eaf5afd67,Dog,Bulldog,12.1,20.5,Female,High,Joint Issues,18.5,1079.0,28.8,16.6,54.6,308.3,4,77.1,0.53
7d12f853-c276-44b1-a386-60fb0228bfbe,Dog,Maine Coon,11.7,6.1,Female,Moderate,Allergies,5.6,380.4,38.4,22.9,38.7,108.7,3,36.2,0.59
2586a80d-1bca-43b9-9f5b-e1c112b92e88,Dog,Beagle,1.5,20.5,Male,High,Obesity,20.9,917.2,37.0,16.2,46.8,262.1,4,65.5,0.51
efe4b908-8c32-47bf-80bd-932de0497ff2,Dog,Ragdoll,0.6,1.0,Female,Low,Diabetes,1.0,75.6,26.4,20.1,53.5,21.6,2,10.8,0.79
aed612da-adb6-4bab-9687-49a8ba69e823,Dog,Bulldog,8.5,32.9,Male,Moderate,Diabetes,34.7,1211.6,30.3,23.4,46.3,346.2,3,115.4,0.46
dba93ecd-7c56-4fff-a2d7-8122ed1f597e,Dog,Poodle,7.7,29.3,Male,Low,Obesity,26.6,899.2,38.1,13.1,48.8,256.9,2,128.4,0.42
02ba9669-d751-4992-8574-db49d2e038fd,Dog,Poodle,12.6,15.3,Female,Low,None,14.5,649.8,26.8,11.2,62.0,185.7,2,92.8,0.87
9977bebf-a272-4dc4-90cb-99de882841af,Dog,Maine Coon,9.4,24.5,Male,Moderate,Diabetes,26.9,971.3,34.3,17.4,48.3,277.5,3,92.5,0.89
760024a6-4b5e-49bd-9876-fff86246d241,Dog,British Shorthair,13.1,25.0,Female,Low,Joint Issues,25.6,939.1,29.2,13.3,57.5,268.3,2,134.2,0.65
a96d9cb1-0f08-4743-8f73-d39ea6422957,Dog,Golden Retriever,8.1,13.4,Female,Moderate,Joint Issues,13.9,686.4,25.5,15.2,59.3,196.1,3,65.4,0.82
4830d4a0-a52e-4efa-9ac2-42860fa30774,Dog,German Shepherd,7.1,22.8,Male,High,Joint Issues,22.0,1168.6,31.9,20.3,47.8,333.9,4,83.5,0.31
53ab8134-2395-41b9-b5cc-4db567659505,Dog,Poodle,6.0,25.3,Male,Moderate,Diabetes,25.4,995.0,34.2,13.9,51.9,284.3,3,94.8,0.63
f4e5cf0a-ef93-4dac-a73b-52c8d1e2bd79,Dog,Poodle,4.4,22.5,Female,Moderate,Obesity,20.4,860.6,32.5,13.2,54.3,245.9,3,82.0,0.72
9460ab3a-e13e-496c-a925-ece245e678bb,Cat,Persian Cat,5.8,3.6,Female,Moderate,Allergies,3.3,256.1,27.7,12.0,60.3,73.2,3,24.4,0.65
be63094d-e782-4bff-8093-96564e9d5467,Dog,Poodle,12.3,15.0,Female,Low,Joint Issues,15.2,640.2,31.5,15.7,52.8,182.9,2,91.5,0.39
e3f7d801-ab83-43a1-98bc-723b07d976dc,Dog,German Shepherd,7.4,22.2,Male,Low,Allergies,23.0,859.1,32.5,24.9,42.6,245.5,2,122.8,0.81
c907bdb4-f015-429d-a2a8-0f42ee9be470,Dog,Ragdoll,8.2,19.3,Female,Moderate,Diabetes,18.0,812.2,28.8,22.9,48.3,232.1,3,77.4,0.33
ea434379-a044-49b1-bb6a-4bd51a023779,Dog,Bulldog,10.5,30.7,Male,Low,Diabetes,28.3,986.0,32.1,19.4,48.5,281.7,2,140.8,0.57
8bfe98be-94a8-4a53-a73a-3a17d70dbb4b,Cat,Persian Cat,4.3,7.8,Female,High,Joint Issues,7.1,522.7,39.0,13.9,47.1,149.3,4,37.3,0.31
ad7aaf1b-75fd-4b01-b6d6-cd7a293cd3a6,Dog,Bulldog,5.6,34.2,Male,High,Joint Issues,37.2,1583.9,34.7,18.1,47.2,452.5,4,113.1,0.89
2e9dc879-6d43-4077-b2c6-c9c81238a3ae,Dog,Beagle,5.6,25.6,Female,High,Allergies,26.7,1274.7,38.3,15.7,46.0,364.2,4,91.0,0.47
c7acfa6b-f541-4306-b153-e10bb68e3edc,Dog,German Shepherd,13.1,18.5,Female,Moderate,Joint Issues,19.9,874.2,33.6,22.7,43.7,249.8,3,83.3,0.34
579e1e7c-15f1-488c-90cc-2d5b261e1dc7,Dog,German Shepherd,5.5,34.0,Female,Moderate,Diabetes,32.9,1241.9,35.7,19.1,45.2,354.8,3,118.3,0.54
8be691a7-01f0-49c5-92e7-f9d474208fbc,Dog,Maine Coon,11.8,31.4,Female,High,Joint Issues,33.4,1485.6,32.8,16.8,50.4,424.5,4,106.1,0.4
13c77838-80ef-44a7-a77f-d969233da3c4,Dog,Golden Retriever,2.3,38.2,Male,High,Diabetes,37.8,1548.8,39.1,20.5,40.4,442.5,4,110.6,0.35
0b6ff863-0108-402e-9073-07f7f5519aee,Dog,German Shepherd,6.3,27.0,Male,Low,Allergies,27.8,995.0,33.2,10.4,56.4,284.3,2,142.2,0.54
4d6c7ee0-0cc6-413d-a2d3-b22676a12ccc,Dog,Bulldog,2.0,42.4,Male,Low,Allergies,38.9,1395.7,29.6,13.7,56.7,398.8,2,199.4,0.47
c173c7b8-bb27-4bf3-88ec-55a5150d2717,Dog,German Shepherd,2.4,27.0,Male,Low,None,24.6,995.0,35.0,22.9,42.1,284.3,2,142.2,0.5
65996139-44be-41df-809b-79957c15aaa8,Dog,Maine Coon,7.3,18.5,Female,High,Allergies,19.9,999.1,27.0,24.2,48.8,285.5,4,71.4,0.62
f6232947-2715-4311-9e85-ecf6ded513ac,Dog,British Shorthair,9.2,20.2,Female,High,Joint Issues,19.1,1067.2,29.6,15.2,55.2,304.9,4,76.2,0.62
c6e18538-13bc-4636-bce8-376758cd5b25,Dog,Bulldog,6.9,30.2,Female,Moderate,Diabetes,31.2,1136.2,27.3,10.2,62.5,324.6,3,108.2,0.61
c449d182-b40d-4f45-b35e-feed61746c5f,Dog,German Shepherd,5.5,19.3,Female,High,None,19.3,1031.3,35.3,17.4,47.3,294.7,4,73.7,0.75
9871999c-bbe1-45c0-8a2d-af91ee10bba3,Dog,Beagle,0.6,42.3,Female,Moderate,Joint Issues,40.0,1625.5,28.5,10.1,61.4,464.4,3,154.8,0.52
77b6b5cb-2c34-4314-812a-a8ed417d7036,Cat,Siamese Cat,13.3,5.9,Female,Moderate,Obesity,6.5,315.3,27.4,21.1,51.5,90.1,3,30.0,0.53
f08b6128-6d4a-4f63-8515-6016334712d3,Cat,Siamese Cat,3.7,5.1,Male,Moderate,Obesity,4.8,282.7,32.7,22.0,45.3,80.8,3,26.9,0.67
4d8cc698-036b-40cd-8a7e-46336e3e6c5e,Dog,Beagle,4.6,26.2,Female,Moderate,Obesity,27.1,964.7,37.8,12.7,49.5,275.6,3,91.9,0.47
94902359-fbae-4c8f-a148-18cfb51fb334,Dog,Maine Coon,9.5,22.4,Female,High,Joint Issues,24.0,1153.2,32.4,14.8,52.8,329.5,4,82.4,0.39
95dbd0ca-4a7d-4b00-9131-b326cc926078,Dog,Ragdoll,0.8,8.3,Male,Moderate,Diabetes,8.7,431.3,26.9,16.6,56.5,123.2,3,41.1,0.3
d27ef94c-b422-49d9-a8a5-da685c7b5257,Dog,Bulldog,2.7,20.2,Female,Low,Diabetes,19.6,720.3,31.3,21.8,46.9,205.8,2,102.9,0.6
